Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry
0,742,466,27,0,67,9775,8311,14.94140625,15.1171875
1,555,686,52,0,71,4850,6002,-1.0,0.703125
2,532,467,33,0,70,5674,4461,8.0859375,8.26171875
3,577,634,2,0,35,2576,3522,3.69140625,3.8671875
4,631,645,26,0,-35,11362,10912,13.53515625,13.7109375
5,683,539,43,0,-25,11147,11108,14.23828125,14.4140625
6,518,683,49,0,-58,7507,8495,16.34765625,16.5234375
7,642,472,37,0,-178,4164,3188,23.5546875,23.73046875
8,549,605,34,0,7,12953,12412,9.66796875,9.84375
9,610,731,28,0,43,8004,6746,5.625,5.80078125
10,749,616,54,0,76,2866,2260,5.09765625,5.2734375
11,661,572,2,0,-164,8440,8149,33.3984375,33.57421875
12,486,723,59,0,-139,2756,2806,24.609375,24.78515625
13,740,641,58,0,127,2756,1694,8.0859375,8.26171875
14,499,676,10,0,-83,6016,6266,16.5234375,16.69921875
15,662,678,15,0,168,4804,3867,30.5859375,30.76171875
16,717,541,55,0,-119,4678,5020,24.9609375,25.13671875
17,604,534,42,0,152,3159,2356,17.2265625,17.40234375
18,695,627,20,0,42,3968,2464,-1.0,0.703125
19,728,472,21,0,-17,4279,3082,7.3828125,7.55859375
20,584,679,25,0,118,2896,2971,12.3046875,12.48046875
21,703,573,47,0,88,4755,5361,8.26171875,8.4375
22,697,705,4,0,-95,8322,9559,24.2578125,24.43359375
23,686,655,8,0,35,9172,10043,9.140625,9.31640625
24,628,725,24,0,70,11801,10956,14.4140625,14.58984375
25,674,724,4,0,-155,6032,4887,33.75,33.92578125
26,527,505,38,0,52,13403,13865,13.359375,13.53515625
27,521,684,55,0,43,12995,13523,8.4375,8.61328125
28,678,625,46,0,-48,13226,14560,19.86328125,20.0390625
29,684,666,21,0,152,8818,9437,31.81640625,31.9921875
30,528,571,20,0,136,843,2133,16.69921875,16.875
31,550,744,53,0,141,8151,6729,16.875,17.05078125
32,509,601,27,0,-54,12071,11732,17.2265625,17.40234375
33,495,473,38,0,101,12867,11775,18.6328125,18.80859375
34,596,533,42,0,64,2618,2572,4.921875,5.09765625
35,655,548,22,0,-87,1610,2508,16.171875,16.34765625
36,549,668,13,0,-131,11516,11255,33.22265625,33.3984375
37,687,717,46,0,36,7637,8833,5.80078125,5.9765625
38,734,556,17,0,125,6273,5223,23.5546875,23.73046875
39,453,557,27,0,132,6996,7036,20.7421875,20.91796875
40,552,485,49,0,36,13364,12204,11.77734375,11.953125
41,478,628,16,0,4,7789,8002,4.04296875,4.21875
42,549,594,29,0,175,5120,5670,26.54296875,26.71875
43,705,709,58,0,-46,6932,7216,15.29296875,15.46875
44,624,628,46,0,-39,8210,8515,13.18359375,13.359375
45,694,695,5,0,173,9148,10572,36.9140625,37.08984375
46,637,657,58,0,-94,10182,10360,26.89453125,27.0703125
47,738,483,38,0,-24,571,1470,6.85546875,7.03125
48,617,614,4,0,23,10303,10310,8.96484375,9.140625
49,594,545,15,0,-94,5345,4211,19.6875,19.86328125
50,734,477,14,0,111,12508,11286,28.30078125,28.4765625
51,665,548,36,0,112,7501,8407,16.875,17.05078125
52,458,650,12,0,-7,9712,8969,4.921875,5.09765625
53,717,738,48,0,-13,1084,2253,-1.0,0.703125
54,746,475,2,0,109,6299,6401,23.02734375,23.203125
55,616,537,49,0,-100,2227,3185,21.4453125,21.62109375
56,626,534,1,0,94,8678,8584,21.796875,21.97265625
57,495,653,28,0,115,6000,4720,13.88671875,14.0625
58,524,677,45,0,61,10295,10620,8.7890625,8.96484375
59,676,539,22,0,36,5929,6693,7.03125,7.20703125
60,712,684,24,0,-81,1893,2142,15.99609375,16.171875
61,528,471,59,0,-85,10790,11862,21.796875,21.97265625
62,547,741,27,0,4,9464,9480,4.04296875,4.21875
63,475,476,10,0,-21,3962,2640,-1.0,0.703125
64,746,540,6,0,145,9553,9505,32.87109375,33.046875
65,545,604,54,0,-159,6788,7713,25.83984375,26.015625
66,669,489,22,0,-81,8359,7501,21.796875,21.97265625
67,536,657,51,0,59,13039,12859,10.37109375,10.546875
68,469,538,53,0,-90,9829,11197,22.5,22.67578125
69,665,528,32,0,148,11721,11802,28.828125,29.00390625
70,498,653,52,0,-120,4155,3068,26.19140625,26.3671875
71,666,609,46,0,-32,9046,10182,13.0078125,13.18359375
72,500,626,53,0,87,10457,10879,11.25,11.42578125
73,575,722,18,0,-174,11201,10324,37.08984375,37.265625
74,647,567,6,0,81,10740,11158,19.86328125,20.0390625
75,501,745,57,0,24,9852,9220,4.5703125,4.74609375
76,597,631,4,0,-84,10501,11263,21.09375,21.26953125
77,721,463,4,0,24,13595,12199,17.05078125,17.2265625
78,458,670,21,0,-89,12215,10885,24.609375,24.78515625
79,633,616,40,0,63,13202,12378,13.88671875,14.0625
80,459,555,8,0,-32,3606,3093,4.21875,4.39453125
81,576,647,39,0,99,9881,10796,15.64453125,15.8203125
82,513,464,53,0,-152,11538,10742,26.3671875,26.54296875
83,513,647,4,0,-173,11151,11404,34.98046875,35.15625
84,543,665,57,0,-156,9342,8512,28.30078125,28.4765625
85,477,642,37,0,55,7763,7614,6.15234375,6.328125
86,545,467,25,0,141,7837,8315,23.90625,24.08203125
87,636,486,8,0,-45,4452,3649,8.4375,8.61328125
88,496,685,0,0,-102,4859,3656,17.578125,17.75390625
89,718,607,9,0,-127,9103,8072,31.9921875,32.16796875
90,597,621,51,0,-179,9737,9276,27.7734375,27.94921875
91,714,668,56,0,80,2695,4091,-1.0,0.703125
92,480,478,38,0,-150,10893,10233,28.4765625,28.65234375
93,724,457,13,0,-105,5314,6621,22.5,22.67578125
94,664,527,54,0,-167,6433,7023,24.9609375,25.13671875
95,509,694,19,0,57,7901,7096,7.03125,7.20703125
96,522,464,25,0,131,2827,3152,16.171875,16.34765625
97,541,623,32,0,162,7993,7102,27.7734375,27.94921875
98,472,700,37,0,19,3031,3430,1.7578125,1.93359375
99,590,558,31,0,86,6094,7247,10.72265625,10.8984375
100,738,734,24,0,-104,10816,10588,32.34375,32.51953125
101,612,516,3,0,54,1177,2412,5.80078125,5.9765625
102,621,720,33,0,-156,6531,7505,32.34375,32.51953125
103,672,563,42,0,64,9579,10766,11.77734375,11.953125
104,496,502,4,0,7,13547,13890,11.953125,12.12890625
105,669,609,11,0,-116,12816,13873,32.16796875,32.34375
106,654,728,44,0,96,3458,4722,7.03125,7.20703125
107,573,529,53,0,15,3878,4465,4.74609375,4.921875
108,700,647,50,0,-83,1416,2084,20.0390625,20.21484375
109,529,725,8,0,-144,11065,11163,34.8046875,34.98046875
110,541,537,23,0,16,10656,9983,8.7890625,8.96484375
111,576,620,19,0,121,4548,3658,18.45703125,18.6328125
112,480,698,26,0,2,5902,4398,-1.0,0.703125
113,616,600,32,0,177,9944,8616,31.81640625,31.9921875
114,658,595,29,0,-93,2196,2384,19.3359375,19.51171875
115,669,497,7,0,56,2951,1727,7.03125,7.20703125
116,643,722,5,0,-177,8827,10270,36.73828125,36.9140625
117,731,583,36,0,67,1696,1898,5.09765625,5.2734375
118,509,658,54,0,64,13660,13040,10.546875,10.72265625
119,651,461,28,0,54,10673,11476,14.0625,14.23828125
120,702,664,19,0,107,11066,10177,23.90625,24.08203125
121,680,535,14,0,61,8488,9308,13.18359375,13.359375
122,689,656,19,0,102,7646,8571,18.6328125,18.80859375
123,461,706,34,0,8,10640,12003,-1.0,0.703125
124,687,605,11,0,-60,3958,3964,9.4921875,9.66796875
125,532,721,49,0,-167,9177,9966,29.70703125,29.8828125
126,466,479,10,0,35,12782,12517,12.83203125,13.0078125
127,534,550,1,0,-94,7954,7716,20.0390625,20.21484375
128,632,582,1,0,-101,4495,3142,18.10546875,18.28125
129,522,572,7,0,83,11995,12409,19.86328125,20.0390625
130,601,629,20,0,102,7290,8624,17.05078125,17.2265625
131,618,600,27,0,-152,2063,2514,27.0703125,27.24609375
132,634,698,46,0,43,8020,7958,5.9765625,6.15234375
133,485,530,37,0,-83,9301,9094,21.62109375,21.796875
134,597,551,0,0,119,7343,8786,25.13671875,25.3125
135,471,537,10,0,67,6208,6296,9.31640625,9.4921875
136,511,649,15,0,-77,9716,8509,19.51171875,19.6875
137,701,477,35,0,-49,8307,7122,16.171875,16.34765625
138,494,575,55,0,151,3162,2333,11.42578125,11.6015625
139,680,657,57,0,106,3429,4715,7.20703125,7.3828125
140,666,567,27,0,31,3417,2840,4.39453125,4.5703125
141,634,696,53,0,-114,12671,11959,31.640625,31.81640625
142,742,476,46,0,170,8871,10220,26.71875,26.89453125
143,545,546,5,0,21,10762,12037,9.84375,10.01953125
144,726,451,38,0,77,4031,5335,9.140625,9.31640625
145,740,617,20,0,71,9845,10885,15.64453125,15.8203125
146,539,690,15,0,12,6852,7225,3.33984375,3.515625
147,710,504,26,0,128,8771,10225,25.3125,25.48828125
148,497,576,3,0,-125,12171,10914,29.70703125,29.8828125
149,588,576,17,0,178,5885,5533,29.35546875,29.53125
150,723,638,52,0,-111,6049,6846,27.421875,27.59765625
151,515,486,59,0,-173,12661,12981,24.08203125,24.2578125
152,519,658,15,0,63,7864,6611,8.4375,8.61328125
153,537,490,21,0,152,11061,10639,28.828125,29.00390625
154,529,479,28,0,179,12365,12969,29.8828125,30.05859375
155,471,477,2,0,44,8994,9151,10.72265625,10.8984375
156,731,724,19,0,128,9758,11024,29.8828125,30.05859375
157,634,599,37,0,-111,7913,9355,27.7734375,27.94921875
158,620,632,4,0,-47,11858,11533,14.58984375,14.765625
159,628,736,6,0,-51,10572,10590,13.0078125,13.18359375
160,610,687,27,0,27,3034,2634,2.8125,2.98828125
161,509,526,59,0,104,10420,9588,12.83203125,13.0078125
162,451,677,48,0,4,7351,6921,3.33984375,3.515625
163,531,610,57,0,-84,11468,12562,23.73046875,23.90625
164,515,475,3,0,119,3073,3866,18.28125,18.45703125
165,724,731,9,0,-150,9722,9407,38.14453125,38.3203125
166,630,686,48,0,6,5347,4871,3.69140625,3.8671875
167,486,551,41,0,1,1451,2576,-1.0,0.703125
168,486,738,15,0,46,13125,13818,11.07421875,11.25
169,571,743,39,0,-44,9392,10620,13.53515625,13.7109375
170,598,475,54,0,77,7353,8521,9.84375,10.01953125
171,623,689,38,0,176,1219,1226,22.67578125,22.8515625
172,621,694,31,0,-36,9096,9569,11.25,11.42578125
173,450,641,16,0,118,9837,10965,23.37890625,23.5546875
174,690,543,52,0,-63,6652,6915,18.45703125,18.6328125
175,614,590,6,0,-6,2159,1007,-1.0,0.703125
176,504,581,27,0,-60,3213,3923,10.1953125,10.37109375
177,539,452,32,0,103,5011,6110,12.3046875,12.48046875
178,532,625,36,0,-82,10002,11429,23.02734375,23.203125
179,512,535,20,0,-176,5898,6319,27.59765625,27.7734375
180,546,679,3,0,124,13039,13477,30.76171875,30.9375
181,740,518,1,0,105,5132,5692,21.26953125,21.4453125
182,541,716,37,0,-127,2771,3285,27.7734375,27.94921875
183,609,745,19,0,-156,6702,5862,34.453125,34.62890625
184,671,658,38,0,111,10667,11759,20.390625,20.56640625
185,458,465,55,0,118,3002,4335,8.26171875,8.4375
186,591,657,12,0,122,8674,9600,26.3671875,26.54296875
187,697,644,15,0,-6,9153,8547,7.20703125,7.3828125
188,634,744,54,0,118,896,1709,5.9765625,6.15234375
189,454,525,0,0,-113,3654,3244,17.9296875,18.10546875
190,574,488,31,0,31,12269,10989,11.953125,12.12890625
191,681,639,44,0,-179,10566,9915,31.2890625,31.46484375
192,540,743,52,0,-76,11633,11535,24.43359375,24.609375
193,464,601,9,0,85,13175,14127,20.21484375,20.390625
194,700,646,5,0,-116,8041,6834,28.30078125,28.4765625
195,604,543,31,0,63,5094,3794,6.6796875,6.85546875
196,630,719,27,0,-161,2126,3387,29.1796875,29.35546875
197,735,537,8,0,-158,13320,12730,37.6171875,37.79296875
198,664,475,4,0,-27,13287,11950,16.171875,16.34765625
199,661,638,21,0,83,10276,11248,17.2265625,17.40234375
200,601,647,16,0,18,559,1313,-1.0,0.703125
201,727,450,29,0,-64,9416,8178,20.0390625,20.21484375
202,642,726,44,0,1,4697,5915,-1.0,0.703125
203,729,468,3,0,-13,9860,11050,12.65625,12.83203125
204,688,609,20,0,-93,2893,2780,18.984375,19.16015625
205,703,498,47,0,4,3933,3703,6.50390625,6.6796875
206,476,606,58,0,-177,8740,8382,24.08203125,24.2578125
207,507,635,3,0,-113,9706,8306,26.19140625,26.3671875
208,589,566,22,0,94,603,1569,7.20703125,7.3828125
209,603,728,59,0,168,6517,7689,21.26953125,21.4453125
210,728,650,39,0,49,5507,6944,6.15234375,6.328125
211,453,515,18,0,-83,6068,5964,16.875,17.05078125
212,706,595,26,0,176,1878,2199,25.3125,25.48828125
213,523,565,24,0,94,5711,6945,11.953125,12.12890625
214,603,576,37,0,170,7464,6027,27.24609375,27.421875
215,483,567,24,0,178,3748,2872,25.13671875,25.3125
216,475,493,23,0,10,2070,3298,-1.0,0.703125
217,570,484,35,0,163,7416,7925,24.9609375,25.13671875
218,583,507,1,0,97,1975,1256,13.359375,13.53515625
219,741,489,53,0,13,10890,10453,11.953125,12.12890625
220,488,616,38,0,-122,5204,6604,25.83984375,26.015625
221,569,573,28,0,-115,8208,9386,27.421875,27.59765625
222,615,600,12,0,41,1189,1444,3.69140625,3.8671875
223,514,672,16,0,-108,12642,12611,29.35546875,29.53125
224,522,739,46,0,-34,11189,11997,12.3046875,12.48046875
225,711,733,25,0,-76,8364,8493,22.32421875,22.5
226,499,582,3,0,-99,6750,7434,19.86328125,20.0390625
227,500,523,33,0,-66,4791,4176,14.4140625,14.58984375
228,507,481,51,0,-151,11694,11888,26.71875,26.89453125
229,654,706,44,0,-164,12853,14293,32.87109375,33.046875
230,666,610,18,0,44,10374,11060,11.42578125,11.6015625
231,670,460,38,0,-69,2966,4170,15.64453125,15.8203125
232,556,486,2,0,134,2669,3637,20.91796875,21.09375
233,589,614,16,0,88,10101,9988,17.75390625,17.9296875
234,475,729,8,0,115,3710,3802,18.28125,18.45703125
235,578,698,27,0,112,6757,7998,16.69921875,16.875
236,675,633,26,0,-15,9500,8904,8.96484375,9.140625
237,612,725,25,0,-159,674,1996,28.65234375,28.828125
238,698,687,10,0,-161,7654,7120,35.68359375,35.859375
239,467,693,37,0,-93,1554,1015,19.51171875,19.6875
240,503,727,47,0,151,12949,12076,25.3125,25.48828125
241,725,559,38,0,10,10306,9440,10.1953125,10.37109375
242,474,714,29,0,-57,2616,3991,7.91015625,8.0859375
243,688,486,49,0,151,4303,4808,16.69921875,16.875
244,501,479,11,0,152,13012,14253,29.70703125,29.8828125
245,537,518,39,0,-60,1572,1946,12.12890625,12.3046875
246,470,509,51,0,-132,1509,2851,21.26953125,21.4453125
247,481,501,30,0,45,1572,2484,3.8671875,4.04296875
248,748,557,47,0,-126,3590,2520,26.19140625,26.3671875
249,745,640,10,0,91,4807,4579,13.53515625,13.7109375
250,546,706,34,0,-74,7442,6738,19.6875,19.86328125
251,723,678,52,0,59,9850,10564,9.66796875,9.84375
252,603,678,49,0,-180,5946,4433,25.83984375,26.015625
253,583,719,16,0,-127,10296,10441,33.22265625,33.3984375
254,660,604,27,0,-141,5177,4314,29.70703125,29.8828125
255,626,522,55,0,-123,1386,1401,22.5,22.67578125
256,587,544,15,0,-158,5918,5435,29.35546875,29.53125
257,671,653,33,0,-148,12217,13589,35.15625,35.33203125
258,584,625,52,0,23,4382,5512,-1.0,0.703125
259,454,599,55,0,-64,5273,4740,16.171875,16.34765625
260,459,555,53,0,-91,3415,1926,20.56640625,20.7421875
261,511,584,16,0,60,2137,2050,4.74609375,4.921875
262,492,749,42,0,102,11864,11991,16.171875,16.34765625
263,615,503,25,0,29,7259,7460,7.734375,7.91015625
264,474,632,21,0,-179,8534,9471,30.9375,31.11328125
265,503,672,34,0,114,8689,7368,16.171875,16.34765625
266,673,511,31,0,112,2892,2952,11.42578125,11.6015625
267,489,584,7,0,-109,11766,13183,26.54296875,26.71875
268,586,629,19,0,129,9021,8492,26.3671875,26.54296875
269,498,671,27,0,-9,12664,12014,8.26171875,8.4375
270,644,484,39,0,41,2227,1196,4.74609375,4.921875
271,687,699,20,0,-9,13286,12347,10.72265625,10.8984375
272,743,470,1,0,91,11618,12061,25.13671875,25.3125
273,583,673,47,0,-47,2741,1759,9.4921875,9.66796875
274,650,602,50,0,-149,9668,9644,30.234375,30.41015625
275,743,685,34,0,11,8081,6619,5.80078125,5.9765625
276,740,601,9,0,79,13453,14653,23.5546875,23.73046875
277,586,539,38,0,-76,8597,9609,20.91796875,21.09375
278,517,487,12,0,-133,7987,7809,27.0703125,27.24609375
279,614,674,21,0,-118,6302,7664,27.94921875,28.125
280,532,498,43,0,95,849,1467,5.80078125,5.9765625
281,738,583,5,0,6,10181,11114,10.1953125,10.37109375
282,606,741,23,0,-111,12955,13309,32.87109375,33.046875
283,493,601,46,0,-45,7852,8096,13.0078125,13.18359375
284,483,496,32,0,3,8332,8616,7.20703125,7.3828125
285,631,657,55,0,150,2869,2871,11.953125,12.12890625
286,567,472,52,0,-69,6540,5162,18.28125,18.45703125
287,738,499,3,0,-75,10008,9870,20.390625,20.56640625
288,701,659,54,0,-174,7852,8053,27.94921875,28.125
289,455,489,48,0,-37,6475,5064,11.07421875,11.25
290,566,669,27,0,-85,8854,9740,23.02734375,23.203125
291,466,712,12,0,-5,13635,13799,7.20703125,7.3828125
292,654,727,30,0,-87,8796,7584,25.48828125,25.6640625
293,495,504,2,0,-66,12147,12993,17.9296875,18.10546875
294,450,478,48,0,30,5493,6306,5.44921875,5.625
295,590,684,58,0,134,11224,11802,19.6875,19.86328125
296,620,743,49,0,-148,12660,13324,33.046875,33.22265625
297,537,612,30,0,151,7683,8009,26.015625,26.19140625
298,667,648,39,0,46,4152,4518,4.5703125,4.74609375
299,592,733,9,0,-109,2486,1088,20.0390625,20.21484375
300,630,574,2,0,-174,2796,3816,27.94921875,28.125
301,496,654,6,0,51,3123,4047,4.5703125,4.74609375
302,729,535,15,0,164,6593,6441,30.234375,30.41015625
303,488,729,26,0,-119,3648,4950,25.6640625,25.83984375
304,694,642,57,0,127,10173,10697,18.6328125,18.80859375
305,632,687,55,0,83,7399,8295,8.4375,8.61328125
306,621,703,54,0,139,5757,5619,13.88671875,14.0625
307,731,629,59,0,99,10669,9413,13.7109375,13.88671875
308,561,521,52,0,-29,2479,1272,8.26171875,8.4375
309,609,617,4,0,43,2545,2879,4.5703125,4.74609375
310,644,709,33,0,106,1332,1511,7.3828125,7.55859375
311,700,570,48,0,-100,9222,7934,27.7734375,27.94921875
312,531,570,26,0,165,11807,11921,30.76171875,30.9375
313,652,579,9,0,51,5335,5639,7.55859375,7.734375
314,658,474,25,0,162,1042,1069,20.21484375,20.390625
315,485,494,1,0,26,7381,8098,7.3828125,7.55859375
316,492,544,25,0,-170,11343,11387,31.2890625,31.46484375
317,713,535,50,0,45,2682,3996,-1.0,0.703125
318,613,675,38,0,-124,8215,6793,31.2890625,31.46484375
319,654,638,30,0,89,7807,8148,13.359375,13.53515625
320,470,576,33,0,-134,7583,6629,28.125,28.30078125
321,551,690,56,0,48,3229,2925,2.98828125,3.1640625
322,607,700,17,0,140,8466,8208,29.53125,29.70703125
323,534,588,3,0,34,5575,4353,-1.0,0.703125
324,607,662,54,0,-124,7563,6491,28.828125,29.00390625
325,573,626,14,0,95,1401,2175,8.61328125,8.7890625
326,731,683,6,0,168,5533,4815,33.3984375,33.57421875
