Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry
180,450,450,-60,0,120,7620.0,6096.0,22.5,22.67578125
181,600,450,-60,0,120,7620.0,6096.0,23.90625,24.08203125
182,750,450,-60,0,120,7620.0,6096.0,25.3125,25.48828125
183,450,600,-60,0,120,7620.0,6096.0,25.3125,25.48828125
184,600,600,-60,0,120,7620.0,6096.0,26.71875,26.89453125
185,750,600,-60,0,120,7620.0,6096.0,28.125,28.30078125
186,450,750,-60,0,120,7620.0,6096.0,28.125,28.30078125
187,600,750,-60,0,120,7620.0,6096.0,29.53125,29.70703125
188,750,750,-60,0,120,7620.0,6096.0,30.9375,31.11328125
189,450,450,0,0,180,13716.0,12192.0,31.640625,31.81640625
190,600,450,0,0,180,13716.0,12192.0,34.453125,34.62890625
191,750,450,0,0,180,13716.0,12192.0,37.265625,37.44140625
192,450,600,0,0,180,13716.0,12192.0,34.453125,34.62890625
193,600,600,0,0,180,13716.0,12192.0,37.44140625,37.6171875
194,750,600,0,0,180,13716.0,12192.0,40.25390625,40.4296875
195,450,750,0,0,180,13716.0,12192.0,37.265625,37.44140625
196,600,750,0,0,180,13716.0,12192.0,40.4296875,40.60546875
197,750,750,0,0,180,13716.0,12192.0,43.2421875,43.41796875
198,450,450,-30,0,150,13716.0,12192.0,29.70703125,29.8828125
199,600,450,-30,0,150,13716.0,12192.0,32.34375,32.51953125
200,750,450,-30,0,150,13716.0,12192.0,34.8046875,34.98046875
201,450,600,-30,0,150,13716.0,12192.0,32.51953125,32.6953125
202,600,600,-30,0,150,13716.0,12192.0,35.15625,35.33203125
203,750,600,-30,0,150,13716.0,12192.0,37.6171875,37.79296875
204,450,750,-30,0,150,13716.0,12192.0,35.33203125,35.5078125
205,600,750,-30,0,150,13716.0,12192.0,37.96875,38.14453125
206,750,750,-30,0,150,13716.0,12192.0,40.4296875,40.60546875
207,450,450,-60,0,120,13716.0,12192.0,24.78515625,24.9609375
208,600,450,-60,0,120,13716.0,12192.0,26.54296875,26.71875
209,750,450,-60,0,120,13716.0,12192.0,28.30078125,28.4765625
210,450,600,-60,0,120,13716.0,12192.0,27.24609375,27.421875
211,600,600,-60,0,120,13716.0,12192.0,29.1796875,29.35546875
212,750,600,-60,0,120,13716.0,12192.0,30.9375,31.11328125
213,450,750,-60,0,120,13716.0,12192.0,29.70703125,29.8828125
214,600,750,-60,0,120,13716.0,12192.0,31.640625,31.81640625
215,750,750,-60,0,120,13716.0,12192.0,33.3984375,33.57421875
216,450,450,0,0,-90,304.8,1828.8,10.1953125,10.37109375
217,600,450,0,0,-90,304.8,1828.8,11.25,11.42578125
218,750,450,0,0,-90,304.8,1828.8,12.12890625,12.3046875
219,450,600,0,0,-90,304.8,1828.8,8.4375,8.61328125
220,600,600,0,0,-90,304.8,1828.8,9.4921875,9.66796875
221,750,600,0,0,-90,304.8,1828.8,10.546875,10.72265625
222,450,750,0,0,-90,304.8,1828.8,7.91015625,8.0859375
223,600,750,0,0,-90,304.8,1828.8,8.96484375,9.140625
224,750,750,0,0,-90,304.8,1828.8,9.84375,10.01953125
225,450,450,-30,0,-120,304.8,1828.8,9.84375,10.01953125
226,600,450,-30,0,-120,304.8,1828.8,10.72265625,10.8984375
227,750,450,-30,0,-120,304.8,1828.8,11.6015625,11.77734375
228,450,600,-30,0,-120,304.8,1828.8,8.61328125,8.7890625
229,600,600,-30,0,-120,304.8,1828.8,9.4921875,9.66796875
230,750,600,-30,0,-120,304.8,1828.8,10.546875,10.72265625
231,450,750,-30,0,-120,304.8,1828.8,8.0859375,8.26171875
232,600,750,-30,0,-120,304.8,1828.8,9.140625,9.31640625
233,750,750,-30,0,-120,304.8,1828.8,10.01953125,10.1953125
234,450,450,-60,0,-150,304.8,1828.8,8.96484375,9.140625
235,600,450,-60,0,-150,304.8,1828.8,9.66796875,9.84375
236,750,450,-60,0,-150,304.8,1828.8,10.37109375,10.546875
237,450,600,-60,0,-150,304.8,1828.8,8.0859375,8.26171875
238,600,600,-60,0,-150,304.8,1828.8,8.7890625,8.96484375
239,750,600,-60,0,-150,304.8,1828.8,9.66796875,9.84375
240,450,750,-60,0,-150,304.8,1828.8,7.55859375,7.734375
241,600,750,-60,0,-150,304.8,1828.8,8.4375,8.61328125
242,750,750,-60,0,-150,304.8,1828.8,9.31640625,9.4921875
243,450,450,0,0,-90,7620.0,9144.0,16.875,17.05078125
244,600,450,0,0,-90,7620.0,9144.0,18.6328125,18.80859375
245,750,450,0,0,-90,7620.0,9144.0,20.390625,20.56640625
246,450,600,0,0,-90,7620.0,9144.0,16.875,17.05078125
247,600,600,0,0,-90,7620.0,9144.0,18.6328125,18.80859375
248,750,600,0,0,-90,7620.0,9144.0,20.390625,20.56640625
249,450,750,0,0,-90,7620.0,9144.0,17.05078125,17.2265625
250,600,750,0,0,-90,7620.0,9144.0,18.6328125,18.80859375
251,750,750,0,0,-90,7620.0,9144.0,20.390625,20.56640625
252,450,450,-30,0,-120,7620.0,9144.0,17.40234375,17.578125
253,600,450,-30,0,-120,7620.0,9144.0,19.16015625,19.3359375
254,750,450,-30,0,-120,7620.0,9144.0,20.7421875,20.91796875
255,450,600,-30,0,-120,7620.0,9144.0,17.75390625,17.9296875
256,600,600,-30,0,-120,7620.0,9144.0,19.3359375,19.51171875
257,750,600,-30,0,-120,7620.0,9144.0,20.91796875,21.09375
258,450,750,-30,0,-120,7620.0,9144.0,17.9296875,18.10546875
259,600,750,-30,0,-120,7620.0,9144.0,19.6875,19.86328125
260,750,750,-30,0,-120,7620.0,9144.0,21.26953125,21.4453125
261,450,450,-60,0,-150,7620.0,9144.0,16.69921875,16.875
262,600,450,-60,0,-150,7620.0,9144.0,17.9296875,18.10546875
263,750,450,-60,0,-150,7620.0,9144.0,19.16015625,19.3359375
264,450,600,-60,0,-150,7620.0,9144.0,17.05078125,17.2265625
265,600,600,-60,0,-150,7620.0,9144.0,18.28125,18.45703125
266,750,600,-60,0,-150,7620.0,9144.0,19.6875,19.86328125
267,450,750,-60,0,-150,7620.0,9144.0,17.2265625,17.40234375
268,600,750,-60,0,-150,7620.0,9144.0,18.6328125,18.80859375
269,750,750,-60,0,-150,7620.0,9144.0,20.0390625,20.21484375
270,450,450,0,0,-90,13716.0,15240.0,22.67578125,22.8515625
271,600,450,0,0,-90,13716.0,15240.0,25.13671875,25.3125
272,750,450,0,0,-90,13716.0,15240.0,27.59765625,27.7734375
273,450,600,0,0,-90,13716.0,15240.0,22.8515625,23.02734375
274,600,600,0,0,-90,13716.0,15240.0,25.3125,25.48828125
275,750,600,0,0,-90,13716.0,15240.0,27.7734375,27.94921875
276,450,750,0,0,-90,13716.0,15240.0,23.203125,23.37890625
277,600,750,0,0,-90,13716.0,15240.0,25.6640625,25.83984375
278,750,750,0,0,-90,13716.0,15240.0,28.125,28.30078125
279,450,450,-30,0,-120,13716.0,15240.0,23.37890625,23.5546875
280,600,450,-30,0,-120,13716.0,15240.0,25.6640625,25.83984375
281,750,450,-30,0,-120,13716.0,15240.0,28.125,28.30078125
282,450,600,-30,0,-120,13716.0,15240.0,23.90625,24.08203125
283,600,600,-30,0,-120,13716.0,15240.0,26.3671875,26.54296875
284,750,600,-30,0,-120,13716.0,15240.0,28.65234375,28.828125
285,450,750,-30,0,-120,13716.0,15240.0,24.43359375,24.609375
286,600,750,-30,0,-120,13716.0,15240.0,26.89453125,27.0703125
287,750,750,-30,0,-120,13716.0,15240.0,29.53125,29.70703125
288,450,450,-60,0,-150,13716.0,15240.0,21.4453125,21.62109375
289,600,450,-60,0,-150,13716.0,15240.0,23.37890625,23.5546875
290,750,450,-60,0,-150,13716.0,15240.0,25.13671875,25.3125
291,450,600,-60,0,-150,13716.0,15240.0,22.32421875,22.5
292,600,600,-60,0,-150,13716.0,15240.0,24.2578125,24.43359375
293,750,600,-60,0,-150,13716.0,15240.0,26.19140625,26.3671875
294,450,750,-60,0,-150,13716.0,15240.0,23.02734375,23.203125
295,600,750,-60,0,-150,13716.0,15240.0,25.13671875,25.3125
296,750,750,-60,0,-150,13716.0,15240.0,27.0703125,27.24609375
297,450,450,0,0,-90,304.8,304.8,10.01953125,10.1953125
298,600,450,0,0,-90,304.8,304.8,11.07421875,11.25
299,750,450,0,0,-90,304.8,304.8,11.953125,12.12890625
300,450,600,0,0,-90,304.8,304.8,8.0859375,8.26171875
301,600,600,0,0,-90,304.8,304.8,8.96484375,9.140625
302,750,600,0,0,-90,304.8,304.8,10.01953125,10.1953125
303,450,750,0,0,-90,304.8,304.8,7.3828125,7.55859375
304,600,750,0,0,-90,304.8,304.8,8.4375,8.61328125
305,750,750,0,0,-90,304.8,304.8,9.31640625,9.4921875
306,450,450,-30,0,-120,304.8,304.8,9.4921875,9.66796875
307,600,450,-30,0,-120,304.8,304.8,10.37109375,10.546875
308,750,450,-30,0,-120,304.8,304.8,11.25,11.42578125
309,450,600,-30,0,-120,304.8,304.8,8.0859375,8.26171875
310,600,600,-30,0,-120,304.8,304.8,8.96484375,9.140625
311,750,600,-30,0,-120,304.8,304.8,9.84375,10.01953125
312,450,750,-30,0,-120,304.8,304.8,7.55859375,7.734375
313,600,750,-30,0,-120,304.8,304.8,8.4375,8.61328125
314,750,750,-30,0,-120,304.8,304.8,9.31640625,9.4921875
315,450,450,-60,0,-150,304.8,304.8,8.4375,8.61328125
316,600,450,-60,0,-150,304.8,304.8,9.140625,9.31640625
317,750,450,-60,0,-150,304.8,304.8,9.84375,10.01953125
318,450,600,-60,0,-150,304.8,304.8,7.55859375,7.734375
319,600,600,-60,0,-150,304.8,304.8,8.26171875,8.4375
320,750,600,-60,0,-150,304.8,304.8,8.96484375,9.140625
321,450,750,-60,0,-150,304.8,304.8,7.03125,7.20703125
322,600,750,-60,0,-150,304.8,304.8,7.734375,7.91015625
323,750,750,-60,0,-150,304.8,304.8,8.4375,8.61328125
324,450,450,0,0,-90,7620.0,7620.0,16.69921875,16.875
325,600,450,0,0,-90,7620.0,7620.0,18.45703125,18.6328125
326,750,450,0,0,-90,7620.0,7620.0,20.0390625,20.21484375
327,450,600,0,0,-90,7620.0,7620.0,16.5234375,16.69921875
328,600,600,0,0,-90,7620.0,7620.0,18.28125,18.45703125
329,750,600,0,0,-90,7620.0,7620.0,19.86328125,20.0390625
330,450,750,0,0,-90,7620.0,7620.0,16.5234375,16.69921875
331,600,750,0,0,-90,7620.0,7620.0,18.10546875,18.28125
332,750,750,0,0,-90,7620.0,7620.0,19.86328125,20.0390625
333,450,450,-30,0,-120,7620.0,7620.0,17.05078125,17.2265625
334,600,450,-30,0,-120,7620.0,7620.0,18.6328125,18.80859375
335,750,450,-30,0,-120,7620.0,7620.0,20.21484375,20.390625
336,450,600,-30,0,-120,7620.0,7620.0,17.2265625,17.40234375
337,600,600,-30,0,-120,7620.0,7620.0,18.80859375,18.984375
338,750,600,-30,0,-120,7620.0,7620.0,20.390625,20.56640625
339,450,750,-30,0,-120,7620.0,7620.0,17.2265625,17.40234375
340,600,750,-30,0,-120,7620.0,7620.0,18.80859375,18.984375
341,750,750,-30,0,-120,7620.0,7620.0,20.390625,20.56640625
342,450,450,-60,0,-150,7620.0,7620.0,16.171875,16.34765625
343,600,450,-60,0,-150,7620.0,7620.0,17.40234375,17.578125
344,750,450,-60,0,-150,7620.0,7620.0,18.6328125,18.80859375
345,450,600,-60,0,-150,7620.0,7620.0,16.34765625,16.5234375
346,600,600,-60,0,-150,7620.0,7620.0,17.578125,17.75390625
347,750,600,-60,0,-150,7620.0,7620.0,18.80859375,18.984375
348,450,750,-60,0,-150,7620.0,7620.0,16.34765625,16.5234375
349,600,750,-60,0,-150,7620.0,7620.0,17.75390625,17.9296875
350,750,750,-60,0,-150,7620.0,7620.0,18.984375,19.16015625
351,450,450,0,0,-90,13716.0,13716.0,22.67578125,22.8515625
352,600,450,0,0,-90,13716.0,13716.0,24.9609375,25.13671875
353,750,450,0,0,-90,13716.0,13716.0,27.421875,27.59765625
354,450,600,0,0,-90,13716.0,13716.0,22.67578125,22.8515625
355,600,600,0,0,-90,13716.0,13716.0,25.13671875,25.3125
356,750,600,0,0,-90,13716.0,13716.0,27.59765625,27.7734375
357,450,750,0,0,-90,13716.0,13716.0,23.02734375,23.203125
358,600,750,0,0,-90,13716.0,13716.0,25.48828125,25.6640625
359,750,750,0,0,-90,13716.0,13716.0,27.94921875,28.125
360,450,450,-30,0,-120,13716.0,13716.0,23.203125,23.37890625
361,600,450,-30,0,-120,13716.0,13716.0,25.48828125,25.6640625
362,750,450,-30,0,-120,13716.0,13716.0,27.7734375,27.94921875
363,450,600,-30,0,-120,13716.0,13716.0,23.73046875,23.90625
364,600,600,-30,0,-120,13716.0,13716.0,26.015625,26.19140625
365,750,600,-30,0,-120,13716.0,13716.0,28.4765625,28.65234375
366,450,750,-30,0,-120,13716.0,13716.0,24.08203125,24.2578125
367,600,750,-30,0,-120,13716.0,13716.0,26.71875,26.89453125
368,750,750,-30,0,-120,13716.0,13716.0,29.00390625,29.1796875
369,450,450,-60,0,-150,13716.0,13716.0,21.4453125,21.62109375
370,600,450,-60,0,-150,13716.0,13716.0,23.203125,23.37890625
371,750,450,-60,0,-150,13716.0,13716.0,24.9609375,25.13671875
372,450,600,-60,0,-150,13716.0,13716.0,22.1484375,22.32421875
373,600,600,-60,0,-150,13716.0,13716.0,24.08203125,24.2578125
374,750,600,-60,0,-150,13716.0,13716.0,25.83984375,26.015625
375,450,750,-60,0,-150,13716.0,13716.0,22.67578125,22.8515625
376,600,750,-60,0,-150,13716.0,13716.0,24.78515625,24.9609375
377,750,750,-60,0,-150,13716.0,13716.0,26.71875,26.89453125
378,450,450,0,0,-90,7620.0,6096.0,16.34765625,16.5234375
379,600,450,0,0,-90,7620.0,6096.0,18.10546875,18.28125
380,750,450,0,0,-90,7620.0,6096.0,19.6875,19.86328125
381,450,600,0,0,-90,7620.0,6096.0,16.171875,16.34765625
382,600,600,0,0,-90,7620.0,6096.0,17.75390625,17.9296875
